id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;
20615561;Nice and Cosy Room;132102972;Mounir;;Rosemont-La Petite-Patrie;45.54427155721795;-73.5892457704939;Private room;30;1;6;10/05/2018;0.70;2;89;
20616439;Prestige Condo in Downtown Montreal!;147359922;John;;Ville-Marie;45.50590613828442;-73.56304723221709;Entire home/apt;119;2;8;10/05/2018;0.99;5;52;
20616638;Appartement idéal pour couple près du métro Sauvé;50051198;Sébastien;;Ahuntsic-Cartierville;45.551750681963355;-73.65742440536792;Entire home/apt;85;2;14;02/05/2018;1.65;1;177;
20616746;Tout près du centre ville;144315449;Amel;;Villeray-Saint-Michel-Parc-Extension;45.54910451429385;-73.61855079978767;Entire home/apt;65;1;1;05/09/2017;0.12;2;0;
20617157;Nice and big bedroom, close to Berri Uqam metro;19594610;Marina;;Ville-Marie;45.51687616784056;-73.56497314505168;Private room;67;5;4;01/05/2018;0.48;1;297;
20618767;Charming Studio With Great View;101380371;Ariane;;Le Plateau-Mont-Royal;45.51725792509358;-73.5910636301021;Entire home/apt;87;4;8;10/05/2018;0.91;1;0;
20618959;Cosy, beautiful, bright and big apt. - Montreal;147383192;Marilena;;Verdun;45.45661302916049;-73.5666198821968;Private room;35;21;1;01/10/2017;0.13;1;288;
20620688;No.1-Private room in the best area of Montreal;93439324;Ying;;Westmount;45.491127607041705;-73.59899224488584;Private room;100;2;0;;;3;0;
20620791;Cosy little appartment in Outremont district;84553533;Gabriel;;Outremont;45.51862401260048;-73.61121336771356;Entire home/apt;60;1;2;05/05/2018;2;1;18;
20621083;•Cosy and beautiful place Downtown;146943587;Heidi;;Ville-Marie;45.49415722282304;-73.58333854106148;Entire home/apt;40;1;0;;;1;0;
20621492;Sweet Loft in Plateau Mont Royal;82262555;Manon & Thibaud;;Le Plateau-Mont-Royal;45.52364134873863;-73.578071343663;Entire home/apt;150;4;2;08/10/2017;0.26;1;0;
20622401;SPACIOUS AND MODERN APT - THE VILLAGE;147416534;Matthieu & Sebastien;;Ville-Marie;45.51770833605447;-73.55579313536671;Entire home/apt;141;2;31;30/04/2018;3.60;1;311;
20622627;Big house close to Mtl downtown/old port;144454660;Felipe&Radia;;Le Sud-Ouest;45.45519398606627;-73.5841080415324;Entire home/apt;100;3;3;28/10/2017;0.41;2;272;
20623345;Private room in the best area of Montreal;93439324;Ying;;Westmount;45.49149159502461;-73.5989787414638;Private room;78;2;1;04/09/2017;0.12;3;0;
20623807;Amazing Condo in the Heart of Montreal! (Old Port);147433409;Alan;;Ville-Marie;45.50541237740441;-73.55859585051773;Entire home/apt;70;1;54;10/05/2018;7.36;2;27;
20624308;★☆★ CubaHaus ★☆★ C.2-Apt.3-Room 1;6508215;CubaHaus International;;Ville-Marie;45.514871707659886;-73.56606606488361;Private room;119;25;0;;;22;365;
20624309;★☆★ CubaHaus ★☆★ C.2-Apt.3-Room 3;6508215;CubaHaus International;;Ville-Marie;45.51515486365824;-73.56610009416487;Private room;119;25;0;;;22;365;
20624681;Two bedrooms in the best area of Montreal;93439324;Ying;;Westmount;45.48959658836811;-73.59913503176453;Private room;148;2;0;;;3;0;
20625542;Beautiful and bright bedroom in Plateau Mont-Royal;25907297;Juliette;;Le Plateau-Mont-Royal;45.535319477191656;-73.56305964336882;Private room;90;9;0;;;1;180;
20625638;The best stay in the plateau;147455200;Daniel;;Le Plateau-Mont-Royal;45.5219974000305;-73.58686833980909;Private room;24;2;1;27/09/2017;0.12;1;0;
20629029;Amazing Room in Ville Saint Laurent. Montreal;147481658;Alvaro;;Saint-Laurent;45.50930555563448;-73.71760945536471;Private room;21;15;3;25/03/2018;0.39;1;13;
20631752;Elegant Condo @Hilton IV;84745602;Amanda;;Ville-Marie;45.50480806072637;-73.55805993554485;Entire home/apt;78;1;51;06/05/2018;6.14;7;61;
20632139;Chambre dans un condo très calme à 3min du métro;8176969;Dias;;Le Sud-Ouest;45.44750531530553;-73.60061676640636;Private room;40;1;0;;;1;180;
20634020;Sunny 2 Bedroom Apartment near Parc Lafontaine;4418407;Jordan;;Ville-Marie;45.526648695024974;-73.5622890603114;Entire home/apt;100;2;11;04/05/2018;1.29;3;119;
20635375;3 Cozy and Bright apartment Near Concordia Loyola;62460177;Julia;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.45257084113437;-73.63640672275893;Entire home/apt;60;15;1;30/09/2017;0.13;8;0;
20636130;Charmante demeure dans un quartier paisible;5393051;Chantal;;Rosemont-La Petite-Patrie;45.54659177556379;-73.55774646659296;Entire home/apt;98;4;0;;;1;0;
20636486;Great place to visit Montreal. Easy to access!;69050702;Catherine;;Mercier-Hochelaga-Maisonneuve;45.55815588243755;-73.53578920918656;Entire home/apt;60;3;2;01/01/2018;0.28;1;13;
20637646;Grand 4 et demi à louer à la semaine ou nuitées;147558693;Julie;;Villeray-Saint-Michel-Parc-Extension;45.54449221953113;-73.61173304535255;Private room;55;3;1;30/09/2017;0.13;1;49;
20637923;Cozy private bedroom in Outremont (shared apt);147559491;Rita;;Outremont;45.519701189008615;-73.61221984620717;Private room;21;2;0;;;1;183;
20638410;Idéale famille weekend Montréal;147561905;Louis-Ambroise;;Villeray-Saint-Michel-Parc-Extension;45.55062658761696;-73.59988340959842;Entire home/apt;150;2;2;09/10/2017;0.24;1;179;
20638544;Condo à la biscuiterie;142415724;Josiane;;Mercier-Hochelaga-Maisonneuve;45.5610234190321;-73.5360409944203;Entire home/apt;127;1;4;01/10/2017;0.47;1;0;
20639332;Joli appartement lumineux rez-de-chaussée.;147572534;Sandra;;Rosemont-La Petite-Patrie;45.54959275481451;-73.58628450829255;Entire home/apt;80;1;23;12/05/2018;2.86;1;308;
20639433;Room in a 4 1/2 near Sherbrooke station, Montreal;147573445;Hatim;;Le Plateau-Mont-Royal;45.52106071682935;-73.5747280454799;Private room;36;1;7;20/10/2017;0.82;1;0;
20640346;Room - 4;68440005;Ahrmee;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.48563331579076;-73.64009209046621;Private room;40;3;8;02/01/2018;0.96;3;365;
20647497;Belle chambre dans un cottage historique;147648161;Jean Francois;;Le Sud-Ouest;45.4863713842496;-73.57802188107507;Private room;35;1;28;11/05/2018;3.27;1;333;
20648719;Sunny Room w/ Pretty View -Heart of Le Plateau :);28822813;Noah;;Le Plateau-Mont-Royal;45.52024180830962;-73.57387836664425;Private room;200;1;5;01/01/2018;0.63;1;243;
20650930;Elegant Apartment, Next to Metro, AC, King Bed;147679042;Andreja;;Le Plateau-Mont-Royal;45.52671390628348;-73.58624892007663;Entire home/apt;100;2;31;02/05/2018;3.65;1;162;
20651971;The purple flat in downtown;97647250;Ach;;Ville-Marie;45.49718346251771;-73.5788852903105;Entire home/apt;86;1;16;10/05/2018;1.98;7;75;
20652026;*LOCATION, Free parking 2 bdrm Business & Family*;31309796;Philip A.;;Lachine;45.433209209751176;-73.66910628064082;Entire home/apt;65;1;24;13/05/2018;2.79;8;50;
20652541;St. Z;25394947;Aline;;Rosemont-La Petite-Patrie;45.531707260708366;-73.6135108182484;Entire home/apt;130;3;8;21/04/2018;0.94;1;137;
20653268;Room - 6;68440005;Ahrmee;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.487351233243096;-73.64172511105369;Private room;39;3;1;10/10/2017;0.14;3;365;
20654995;downtown montreal;92197452;Chad;;Ville-Marie;45.492869535053806;-73.58282024983842;Entire home/apt;80;10;5;23/10/2017;0.57;3;353;
20655239;DOWNTOWN MONTREAL STUDIO APT 25;1132399;Unal;;Ville-Marie;45.53242490083009;-73.56093248971406;Entire home/apt;35;25;2;31/10/2017;0.26;17;277;
20655928;Beautiful Room With 2 Cats Near McGill;27542320;Katherine;;Le Plateau-Mont-Royal;45.51036128208983;-73.57273903259195;Private room;50;2;28;30/04/2018;3.65;1;243;
20659270;Chambre paisible, lumineuse, balcon & dressing;20519031;Virginie;;Mercier-Hochelaga-Maisonneuve;45.55804823787219;-73.54124911921356;Private room;50;1;0;;;1;89;
20661015;Incredible location in the heart of the Old Port!!;31596343;Eric;;Ville-Marie;45.510783064197376;-73.55015075219448;Entire home/apt;119;2;2;01/01/2018;0.24;1;53;
20661559;Parkside haven;147634567;Vee;;Le Plateau-Mont-Royal;45.53157569405126;-73.57159739877068;Private room;40;2;4;29/10/2017;0.46;1;0;
20662172;Peaceful apartment for 2;57301146;Sylvain & Nathalie;;Mercier-Hochelaga-Maisonneuve;45.61023660280757;-73.53381645603122;Entire home/apt;60;1;24;13/05/2018;2.89;1;290;
20665411;Bright apartment in Westmount;29579373;Etienne;;Westmount;45.480858786493805;-73.59343551162065;Entire home/apt;75;1;0;;;1;0;
20666104;Chambre privée au calme- Metro Jean Talon;4242377;Arthur;;Rosemont-La Petite-Patrie;45.537258917299134;-73.61481238970465;Private room;20;1;0;;;1;0;
20667341;Cozy, Artists Apt Downtown - Breakfast included;34477999;Jordan;;Westmount;45.479045812366365;-73.60269503675256;Shared room;31;1;9;25/02/2018;1.11;1;160;
20667597;Modern two bedrooms - amazing location;123328892;Dana;;Le Sud-Ouest;45.48301438889757;-73.57882998175216;Entire home/apt;62;1;87;12/05/2018;10.36;3;50;
20671241;Verdun;82306993;Matt;;Verdun;45.46693197076133;-73.56885253587868;Private room;21;1;0;;;1;43;
20673170;Entire studio close to downtown;147801464;Nick;;Le Sud-Ouest;45.48046073067442;-73.56049629862191;Entire home/apt;82;2;1;26/12/2017;0.21;1;179;
20673748;NICE & QUIET BEDROOM WITH BALCONY- 5min Berri-Uqam;9990997;Yannice;;Ville-Marie;45.51968661479522;-73.561200423076;Private room;58;2;2;05/10/2017;0.26;1;0;
20673922;The Wizard of Oz绿野仙踪;34610482;中华;;Verdun;45.45726661268723;-73.57794102923756;Shared room;50;3;0;;;2;88;
20676060;Bright Clean-10 min from Airport;28583426;Andrey;;Lachine;45.442796300444776;-73.68806439264968;Entire home/apt;65;2;14;11/05/2018;1.78;2;71;
20676569;Chambre chaleureuse dans le coeur de rosemont;24464057;Etienne;;Rosemont-La Petite-Patrie;45.54177641956295;-73.59332312096878;Private room;35;2;9;30/09/2017;1.04;1;3;
20677936;Magnifique! face au fleuve et parc!;17204322;Josee;;Verdun;45.44881596233248;-73.57124562320534;Entire home/apt;125;3;13;01/01/2018;1.58;1;213;
20677942;Belle chambre avec balcon privé sur Laurier;17508162;Emeline;;Le Plateau-Mont-Royal;45.525030322963495;-73.59151369355577;Private room;30;2;2;20/09/2017;0.24;1;0;
20678268;Private room for 2, perfect spot in Montreal!;56510312;Ben;;Le Plateau-Mont-Royal;45.530272421657244;-73.59031308501069;Private room;40;2;0;;;1;0;
20679337;Wonderful 1 bedroom apartment in Mile ex!;144195520;Jacob;;Rosemont-La Petite-Patrie;45.53465211254727;-73.61178689741048;Private room;116;1;0;;;2;364;
20680260;Downtown, Cozy near Guy subway station&Bell Center;147989450;Bilal;;Le Sud-Ouest;45.49138234528681;-73.5745862677005;Entire home/apt;49;1;36;11/05/2018;4.22;1;122;
20680615;À deux pas du marché JeanTalon au cœur de Montréal;116959695;Charles;;Villeray-Saint-Michel-Parc-Extension;45.54079300070975;-73.62062801652955;Entire home/apt;65;6;9;28/04/2018;1.06;1;242;
20680694;Quite place;147993830;Monic;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.508217529929816;-73.61153423659925;Entire home/apt;100;1;0;;;1;0;
20681151;★☆★ CubaHaus ★☆★ Expension Concordia;6508215;CubaHaus International;;Ville-Marie;45.493408950213826;-73.57920567074099;Private room;74;30;0;;;22;0;
20681169;Cozy de la Montagne;147664362;Adel;;Ville-Marie;45.49882533542495;-73.5766333618259;Entire home/apt;92;1;18;07/05/2018;2.10;2;44;
20686196;Mid-Century Modern condo near Jarry Station;18409915;Jean;;Villeray-Saint-Michel-Parc-Extension;45.54441940191638;-73.62447477043973;Private room;36;2;0;;;1;98;
20686582;Big & trendy apartment in Montréal's downtown area;123260818;Yazeed;;Ville-Marie;45.49610263349595;-73.58874373759173;Entire home/apt;74;2;2;12/11/2017;0.25;1;0;
20690203;Immense condo neuf avec garage et cour à Parc-ex!;1377243;Audrey;;Villeray-Saint-Michel-Parc-Extension;45.52618866534335;-73.62870237372803;Entire home/apt;98;2;6;06/05/2018;1.05;2;81;
20690864;Private Bedroom in Large Downtown Apartment.;59926078;Mohammad;;Ville-Marie;45.500069994713684;-73.57930183421531;Private room;60;1;1;01/09/2017;0.12;3;0;
20692191;Multiple Units in 1 building- Downtown. up 12 ppl;37161310;Yasaman;;Ville-Marie;45.49554921573278;-73.57893536431678;Entire home/apt;100;1;0;;;6;361;
20693133;Cool room, Private bathroom, skylight;71988965;Dylan;;Le Plateau-Mont-Royal;45.51721729701085;-73.58265166891654;Private room;33;1;6;10/05/2018;0.74;8;56;
20693645;Business District 1BR Sharp & Trendy!;38459934;Alejandro;;Ville-Marie;45.49903188803211;-73.55901107310444;Entire home/apt;119;30;1;10/09/2017;0.12;187;226;
20694275;Joli appartement ensoleillé/Montréal;98945413;Said;;Villeray-Saint-Michel-Parc-Extension;45.52786614892306;-73.63602593694027;Entire home/apt;35;1;3;17/09/2017;0.35;1;0;
20694768;Spacieux appartement dans Rosemont, Montréal;4393381;Franck;;Rosemont-La Petite-Patrie;45.549232734070095;-73.58698214399159;Entire home/apt;89;3;0;;;1;0;
20695319;Coeur plateau, tout inclus, parking terrasse cour;5829455;Emmanuelle;;Le Plateau-Mont-Royal;45.52697758459928;-73.57812768088017;Entire home/apt;92;6;5;28/04/2018;0.65;1;264;
20696038;Appartement tranquille sur le plateau Mont-royal;18326399;Sylvia;;Le Plateau-Mont-Royal;45.53611856975029;-73.56207448711592;Entire home/apt;80;5;1;31/12/2017;0.22;2;150;
20696275;Clean & Beautiful 3 1/2 flat  in Heart of Downtown;133656022;Natalie;;Ville-Marie;45.49459278510626;-73.5791159032681;Entire home/apt;68;1;25;02/05/2018;2.88;6;150;
20696402;Beautiful Large Loft Downtown MTL;145344302;Francesca;;Ville-Marie;45.50511396082231;-73.56812446850874;Entire home/apt;80;1;11;19/03/2018;1.55;7;20;
20697064;Chambre à louer avec balcon, métro Papineau;49266749;Yoann;;Ville-Marie;45.52213014400879;-73.55172817808726;Private room;45;1;0;;;1;323;
20702192;Private Bedroom in Downtown Apartment;59926078;Mohammad;;Ville-Marie;45.50204357088304;-73.57780859498749;Private room;60;1;2;25/10/2017;0.26;3;90;
20702522;Bangolaw at Montreal Ahuntic , Cremazie Metro;142823298;TC Rabiye Ismail;;Ahuntsic-Cartierville;45.548305632000144;-73.6373934998035;Entire home/apt;75;1;37;05/05/2018;4.48;1;335;
20704522;Wonderful Pearl 1BR Business or Leisure!;38459934;Alejandro;;Ville-Marie;45.517548014981294;-73.55585458214541;Entire home/apt;95;2;2;27/04/2018;0.69;187;346;
20705259;1500 SQ FT LOFT;6165479;Sarah;;Mercier-Hochelaga-Maisonneuve;45.556561699825;-73.54285469134938;Entire home/apt;100;2;0;;;1;0;
20705493;Lovely and bright room - Plateau Mont-royal;48073178;Eder;;Le Plateau-Mont-Royal;45.53371168542245;-73.56634677809238;Private room;30;1;7;08/05/2018;0.83;1;351;
20706496;Two Bedroom STYLISH Apartment!;147539700;Martin;;Le Plateau-Mont-Royal;45.527700861695;-73.56485646482065;Entire home/apt;50;1;12;18/03/2018;1.54;1;83;
20708008;Luxury Haven!;121344355;Felicia;;Pierrefonds-Roxboro;45.51517656219461;-73.82944908562317;Entire home/apt;102;3;2;01/01/2018;0.27;1;104;
20708787;downtown;25201942;Ismail;;Ville-Marie;45.49465196805261;-73.58108396217634;Entire home/apt;85;1;15;24/04/2018;1.76;3;352;
20710221;Chambre à deux pas du marché Jean-Talon;1548744;Phil;;Rosemont-La Petite-Patrie;45.53584559812159;-73.60992312985668;Private room;21;1;3;02/12/2017;0.35;2;0;
20711019;Clean and comfortable room near Jolicoeur;102301632;Dion;;Le Sud-Ouest;45.45504053217017;-73.58946761876118;Private room;40;1;11;06/05/2018;1.33;4;90;
20711354;Bel appartement pour 3 personnes proche centre ville;112710284;Maryline;;Rosemont-La Petite-Patrie;45.547873165699066;-73.57642392691645;Entire home/apt;69;3;0;;;1;0;
20711854;Bienvenido a tu casa en el plateau!;148280686;Patricia;;Le Plateau-Mont-Royal;45.51750681171272;-73.57539024013474;Private room;60;1;16;01/04/2018;1.86;1;65;
20711962;Cozy Treehouse in the Heart of Downtown;60979698;Marie;;Ville-Marie;45.51568128505673;-73.55612009337733;Entire home/apt;100;2;4;26/11/2017;0.49;2;26;
20712419;Your chic and modern flat in a perfect location;19443846;Maude;;Rosemont-La Petite-Patrie;45.534999403698514;-73.59438611004352;Entire home/apt;119;2;8;02/04/2018;1.02;1;0;
20712731;Comfortable room near Jolicoeur;102301632;Dion;;Le Sud-Ouest;45.454576670224874;-73.58986822885718;Private room;40;1;13;12/05/2018;1.56;4;78;
20712860;Vintage Sunny spacious 3 bedrooms apartment;148292470;Saode;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.48788113132659;-73.62925778177912;Entire home/apt;50;2;22;06/05/2018;2.56;1;325;
20719222;LUMINOUS & COSY apartment near St-Joseph Oratory;5597370;;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.50115106511049;-73.62989608576736;Private room;30;2;7;22/02/2018;0.82;1;355;
20719321;Private room in cool area near to Downtown;57497357;Aline;;Westmount;45.480052630478724;-73.60082659378773;Private room;50;1;0;;;1;0;
20719906;Aylwin - Studio;144857278;Mat & Pascal;;Mercier-Hochelaga-Maisonneuve;45.54611557077008;-73.5466705185341;Entire home/apt;45;1;29;02/05/2018;4.01;2;59;
20719993;Comfortable Room for Rent!;20494656;Richard;;LaSalle;45.42665491771824;-73.62745913804832;Private room;0;2;2;14/11/2017;0.27;4;365;
20720338;Luxury 2Bdr Heart of Montreal Bell Center parking$;148365387;Dave;;Ville-Marie;45.4964535269316;-73.57046939575369;Entire home/apt;229;2;18;06/05/2018;2.48;1;79;
20720851;Beautiful 1BR - Village & near Radio Canada!;38459934;Alejandro;;Ville-Marie;45.51757239133828;-73.5555298311323;Entire home/apt;84;30;0;;;187;239;
20722753;Wonderful Studio near New Chum Hospital!;38459934;Alejandro;;Ville-Marie;45.51803930649705;-73.55405020581024;Entire home/apt;60;3;7;25/04/2018;1.69;187;356;
20723035;State of the Art ★★★★★ Great for business/studies!;38459934;Alejandro;;Ville-Marie;45.49204905283141;-73.57639526783919;Entire home/apt;74;2;3;18/03/2018;0.60;187;365;
20723884;Sanctuary in the Sky: downtown Montreal *w parking;69897393;Barbara;;Ville-Marie;45.49297547887525;-73.57406020318396;Entire home/apt;95;1;39;09/05/2018;4.57;2;37;
20725134;L'Antre du Campus! Outremont;124041898;Lison;;Mont-Royal;45.51540599201426;-73.6292111204522;Entire home/apt;48;1;12;09/05/2018;1.49;2;341;
20726200;Amazing 1BR near UQAM & Radio Canada Tower!;38459934;Alejandro;;Ville-Marie;45.51756593182832;-73.55418760518853;Entire home/apt;75;2;0;;;187;349;
20728296;New Luxurious Condo in Old Montreal-0020;147359922;John;;Ville-Marie;45.50366196368903;-73.55806900852842;Entire home/apt;86;2;2;19/04/2018;0.44;5;59;
20728537;Trendy 1BR Business stay near Concordia University;38459934;Alejandro;;Ville-Marie;45.492083472337754;-73.57724711875707;Entire home/apt;73;2;0;;;187;350;
20728606;New Luxurious Condo in Old Montreal - 0014;147359922;John;;Ville-Marie;45.503355634694664;-73.5598920668387;Entire home/apt;82;2;9;13/05/2018;1.21;5;84;
20729691;1 bedroom walking distance from the subway acadie;8015680;Mak;;Villeray-Saint-Michel-Parc-Extension;45.52539585198808;-73.62485386316128;Entire home/apt;85;1;1;31/08/2017;0.12;1;0;
20730627;Private room in a house in Ville St-Laurent;31822751;Yuan;;Saint-Laurent;45.51281262013244;-73.66256343485767;Private room;21;2;3;21/03/2018;0.44;7;349;
20730637;Ancestral home in Heart of Montreal spacious room;63151095;Julie;;Mercier-Hochelaga-Maisonneuve;45.55520715051318;-73.52941333473213;Private room;50;1;6;01/01/2018;0.71;1;298;
20730910;Peaceful and Bright 1BR Quartier des Spectacles!;38459934;Alejandro;;Ville-Marie;45.510293201179444;-73.56324695959768;Entire home/apt;95;2;1;19/11/2017;0.17;187;365;
20738060;Spectacular 1BR near Bell Centre #Corporates!;38459934;Alejandro;;Ville-Marie;45.49131038852353;-73.57736587502158;Entire home/apt;81;2;1;28/03/2018;0.60;187;365;
20738206;Cozy space between downtown and Plateau;166509;Natalia;;Le Plateau-Mont-Royal;45.51291302199695;-73.57035129956537;Entire home/apt;51;2;11;15/04/2018;1.77;1;1;
20742526;Laurier-Village Artist Nest  ^_^;148547369;Robyn;;Le Plateau-Mont-Royal;45.53295532690736;-73.58203543528866;Entire home/apt;65;2;37;07/05/2018;5.00;1;25;
20743932;Quiet and elegant bedroom;16079504;Cat;;Le Plateau-Mont-Royal;45.52567685987883;-73.57889729490395;Private room;71;1;2;28/09/2017;0.25;7;257;
20744371;Grande chambre lumineuse dans Outremont;18089082;Lorenzo;;Outremont;45.51825038642133;-73.61643267537697;Private room;30;5;0;;;1;74;
20745206;Fresh And Clean Spacious Apartment;87762099;Shay;;Le Plateau-Mont-Royal;45.526350915259;-73.6109101276843;Entire home/apt;195;1;20;27/04/2018;2.34;6;102;
20745579;Chambre dans appartement rénové;87922606;Samuel;;Le Sud-Ouest;45.46278778924602;-73.59257309075325;Private room;32;1;3;02/01/2018;0.40;1;364;
20748015;Modern Loft;17128331;Ali;;Verdun;45.472097273601634;-73.53879064448584;Entire home/apt;180;7;0;;;2;0;
20748231;Modern Loft;17128331;Ali;;Verdun;45.47176476661002;-73.53970184796371;Entire home/apt;143;7;0;;;2;0;
20753688;Appartement complet à louer;148642637;Émilie;;Le Plateau-Mont-Royal;45.53911818976377;-73.57944633230474;Entire home/apt;41;2;5;10/10/2017;0.59;1;0;
20755855;Room in the Jam House in the heart of the plateau;61958589;Gabrielle;;Le Plateau-Mont-Royal;45.518683397944656;-73.57797340205126;Private room;60;30;4;13/03/2018;0.47;1;76;
20755892;Le St-Denis - Huge 1 Bedroom apt in the Plateau!;17500046;Tania;;Le Plateau-Mont-Royal;45.52140096493861;-73.576952800674;Entire home/apt;80;2;15;21/04/2018;1.88;6;316;
20756899;Prime Suite Location MTL!! Old Port! Free Parking!;67035763;Jimi;;Ville-Marie;45.5035925854606;-73.55843076207663;Entire home/apt;101;1;2;23/09/2017;0.24;7;355;
20757761;Beautiful condo in the heart of Montreal;129770240;Alize;;Ville-Marie;45.50046195201408;-73.5588282670261;Entire home/apt;110;2;10;14/05/2018;1.39;1;11;
20761425;Chambre à louer ds HoMa Métro préfontaine à 2 pas.;47477437;Sara;;Mercier-Hochelaga-Maisonneuve;45.5381045664091;-73.54148283652547;Private room;70;1;5;01/10/2017;0.59;1;0;
20761950;The Modern Home (Room 1);9685540;Toufic;;Pierrefonds-Roxboro;45.509474638533234;-73.81619708130434;Private room;26;1;17;01/04/2018;2.05;2;3;
20762206;Bright room, king bed across Metro station;148720472;Perez;;Verdun;45.45990844479416;-73.57274274489816;Private room;30;2;2;29/03/2018;0.24;1;312;
20762944;Near McGill Comfortable Apartment with bedroom;51590371;Jiaying;;Le Plateau-Mont-Royal;45.508183792243216;-73.5771161253024;Private room;35;1;1;29/01/2018;0.28;1;11;
20764628;6thousand Room and Couch in the mile end;148556900;Navid;;Le Plateau-Mont-Royal;45.525489264843436;-73.60984440478393;Private room;60;90;4;07/10/2017;0.47;1;365;
20765769;Oasis du Plâteau;76634284;Madhurima;;Le Plateau-Mont-Royal;45.53502865193823;-73.58233542273105;Private room;23;2;17;23/04/2018;2.12;2;44;
20769815;Advantage 1: sunny balcony! (The Plateau rules.);4293045;Carrie-Ann;;Le Plateau-Mont-Royal;45.524895555693874;-73.58802619158793;Private room;40;1;18;06/05/2018;2.13;3;157;
20770097;2-Bedroom Bohemian Bungalow in the Gay Village;75763571;Earl;;Ville-Marie;45.51871909960965;-73.55952957994889;Entire home/apt;35;3;11;06/05/2018;1.68;1;0;
20770943;Chambre agréable au cœur de Montreal proche métro;126627039;Vincent;;Rosemont-La Petite-Patrie;45.53218839983434;-73.59717386548327;Private room;40;1;4;27/01/2018;0.48;2;217;
20771305;Modern 3 BR in McGill Ghetto;145344302;Francesca;;Le Plateau-Mont-Royal;45.50915880973416;-73.5762360955776;Entire home/apt;118;2;20;08/04/2018;2.41;7;40;
20775501;Nice, quiet and spacious bedroom with all included;75273677;René;;Saint-Léonard;45.582984995664205;-73.57418931353459;Private room;18;5;2;02/12/2017;0.29;2;0;
20779218;Eas'in'n'out;32966320;Jazun;;Ville-Marie;45.53297413669843;-73.56073537382215;Entire home/apt;71;13;1;31/10/2017;0.15;1;102;
20780487;Cozy apartment;58410665;Jian;;Ville-Marie;45.51189459357257;-73.56036833876853;Entire home/apt;161;2;20;02/05/2018;2.42;2;45;
20780946;Appartement à l'entrée du Marché Jean-Talon;5899890;Marie-Lyne;;Villeray-Saint-Michel-Parc-Extension;45.53660455416874;-73.61640591835464;Entire home/apt;40;3;0;;;1;0;
20782031;Cozy apart in front of Baldwin Parc,Plateau-east!;29253565;Renato;;Le Plateau-Mont-Royal;45.53775517102959;-73.57026588597093;Entire home/apt;81;1;4;22/04/2018;0.48;2;0;
20783188;The Elephant Sanctuary Apartment;27370573;Mattia;;Le Plateau-Mont-Royal;45.50986059062501;-73.57704003511247;Entire home/apt;72;2;8;09/05/2018;0.96;1;131;
20783315;Bel appartement 2 chambres, proche métro beaubien;83067999;Thomas;;Rosemont-La Petite-Patrie;45.536975219676634;-73.60794462550886;Entire home/apt;150;3;1;09/10/2017;0.14;1;153;
20783407;Au coeur du Mile End;139127129;Marion;;Le Plateau-Mont-Royal;45.52552012881381;-73.60190499700231;Entire home/apt;81;1;0;;;1;0;
20786000;SMALL HOME AWAY FROM HOME (Old Montreal);148984014;Jade;;Ville-Marie;45.50035014657196;-73.55894036413646;Entire home/apt;71;2;32;29/04/2018;3.87;2;263;
20786100;MTL ESCAPE;148985317;Chani;;Côte-Saint-Luc;45.4749253725814;-73.66109818671396;Private room;113;1;0;;;1;90;
20786159;Appartement au Plateau Mont Royal (Rue St-Denis);148985894;Theo;;Le Plateau-Mont-Royal;45.52649208742037;-73.58665716742715;Entire home/apt;45;4;2;28/03/2018;0.24;1;135;
20786205;Ideal apartment to discover Montréal;99395530;;;Outremont;45.51609410410157;-73.59209247251599;Entire home/apt;119;2;3;29/04/2018;0.66;1;345;
20786303;A superb 3.1 / 2 deluxe apartment (Métro 2min);147056855;Mahdi;;Villeray-Saint-Michel-Parc-Extension;45.543958075636716;-73.61530641321093;Entire home/apt;50;6;1;10/09/2017;0.12;1;25;
20786535;A&B's place to stay!;16832949;Alexandra;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.479649311227064;-73.61526461958131;Entire home/apt;65;3;16;24/04/2018;1.97;1;62;
20787229;one large sofa bed in montreal downtown;148998460;Maomao;;Ville-Marie;45.492843986284576;-73.58228620330561;Shared room;40;2;0;;;3;365;
20787283;Quiet and lovely place, in the heart of Montreal;11013087;Nathalie;;Villeray-Saint-Michel-Parc-Extension;45.54000005804835;-73.62685003853939;Entire home/apt;100;2;1;25/09/2017;0.13;2;2;
20787595;Charming apartment in NDG;19035982;Agnieszka;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46850932491457;-73.61406002430166;Entire home/apt;130;2;8;29/04/2018;0.96;1;289;
20788023;Private room heart of downtown;17578693;Alexandre;;Ville-Marie;45.51651397867466;-73.5657409769597;Private room;55;3;1;14/09/2017;0.12;1;228;
